date,equal_weight,buy_and_hold,top_ew[price_only],top_mv[price_only],top_rp[price_only],top_ew[price+sentiment],top_mv[price+sentiment],top_rp[price+sentiment]
2026-05-14,2.5965,2.7597,2.925,1.8007,2.4141,2.4399,1.9006,1.9759
2026-05-15,2.545,2.689,2.8512,1.7657,2.356,2.3728,1.8413,1.9205
2026-05-18,2.5761,2.7245,2.8794,1.7797,2.3787,2.3882,1.853,1.9327
2026-05-19,2.5774,2.7293,2.8955,1.7909,2.3927,2.3747,1.8423,1.9206
2026-05-20,2.613,2.7928,2.9879,1.8355,2.4658,2.4431,1.8961,1.9753
2026-05-21,2.6155,2.7885,2.9738,1.8332,2.4552,2.4441,1.8947,1.9767
2026-05-22,2.6208,2.8169,3.0003,1.8364,2.4737,2.4611,1.907,1.9903
2026-05-26,2.63,2.8351,3.0491,1.8553,2.5089,2.4882,1.9289,2.0103
2026-05-27,2.629,2.8491,3.0555,1.8686,2.5185,2.5037,1.9359,2.0231
2026-05-28,2.6197,2.8518,3.0325,1.8564,2.4986,2.4855,1.9319,2.0094
2026-05-29,2.6226,2.8702,3.0383,1.8546,2.5001,2.5066,1.9452,2.0254
2026-06-01,2.6043,2.8183,3.0428,1.8503,2.4997,2.4979,1.9479,2.0194
2026-06-02,2.6241,2.8423,3.1154,1.8859,2.5528,2.5493,1.9994,2.0602
2026-06-03,2.618,2.821,3.0698,1.8582,2.5186,2.5151,1.9653,2.0341
2026-06-04,2.6225,2.8308,3.0656,1.8371,2.5109,2.494,1.9412,2.0135
2026-06-05,2.6179,2.8211,3.0253,1.8258,2.4861,2.4624,1.9079,1.9886
2026-06-08,2.6217,2.8274,3.0259,1.8225,2.4863,2.4742,1.9094,1.9984
2026-06-09,2.5818,2.7703,2.9924,1.8176,2.4666,2.4224,1.877,1.9559
2026-06-10,2.5959,2.7778,2.9943,1.8345,2.4748,2.4215,1.8859,1.9572
2026-06-11,2.6194,2.8078,3.0126,1.8406,2.4862,2.4476,1.9053,1.9789
2026-06-12,2.6652,2.8759,3.1094,1.8887,2.56,2.5377,1.9742,2.0496
2026-06-15,2.6412,2.879,3.1176,1.8983,2.5655,2.5428,1.9832,2.0518
2026-06-16,2.6619,2.9199,3.1525,1.91,2.5925,2.5649,1.9886,2.0677
2026-06-17,2.6685,2.9311,3.1665,1.9128,2.6004,2.5915,2.0062,2.0867
2026-06-18,2.6397,2.9189,3.1354,1.8944,2.5782,2.5706,1.9733,2.0685
2026-06-19,2.6258,2.9094,3.0962,1.8666,2.5458,2.5394,1.9419,2.0426
2026-06-22,2.6563,2.9402,3.1597,1.8959,2.5938,2.5921,1.9814,2.082
2026-06-23,2.6431,2.9184,3.091,1.8608,2.5386,2.5952,1.9744,2.084
2026-06-24,2.632,2.9171,3.0905,1.8692,2.5408,2.5989,1.9835,2.0882
2026-06-25,2.6491,2.9406,3.1131,1.8802,2.5572,2.6164,1.9864,2.1002
2026-06-26,2.6376,2.9137,3.0866,1.8725,2.5402,2.6151,1.985,2.1001
2026-06-29,2.6296,2.9133,3.0736,1.8662,2.5294,2.6145,1.9875,2.1
2026-06-30,2.6348,2.9417,3.0922,1.87,2.5414,2.6232,1.9886,2.1059
2026-07-01,2.6326,2.9567,3.1068,1.8781,2.5518,2.6123,1.9815,2.0957
2026-07-02,2.6799,3.0039,3.139,1.9083,2.5816,2.6736,2.021,2.1452
2026-07-03,2.6837,3.023,3.1446,1.9015,2.5811,2.665,2.0089,2.1372
2026-07-06,2.6808,3.0301,3.1426,1.895,2.5762,2.6527,2.0002,2.1265
2026-07-07,2.6744,2.9864,3.0902,1.8852,2.5418,2.6811,2.0324,2.1528
2026-07-08,2.6407,2.9308,3.0188,1.8597,2.4879,2.6749,2.0451,2.1508
2026-07-09,2.6262,2.9373,3.0611,1.8696,2.5174,2.6348,2.0211,2.1173
2026-07-10,2.6508,2.9501,3.0804,1.8834,2.5348,2.6264,2.0278,2.1107
2026-07-13,2.6584,2.9383,3.0641,1.8735,2.5216,2.6156,2.0248,2.1035
2026-07-14,2.6783,2.9505,3.1187,1.91,2.5697,2.6378,2.0535,2.1218
2026-07-15,2.6604,2.9355,3.0914,1.8946,2.547,2.6365,2.0414,2.1198
2026-07-16,2.6793,2.9417,3.0838,1.9003,2.5434,2.6575,2.0639,2.1374
2026-07-17,2.6879,2.9425,3.0757,1.9024,2.5404,2.6705,2.0852,2.1503
2026-07-20,2.6643,2.9222,3.0391,1.8773,2.509,2.6376,2.0586,2.1236
2026-07-21,2.6953,2.9632,3.072,1.9029,2.5356,2.6726,2.0833,2.1515
2026-07-22,2.7317,3.0025,3.1193,1.9353,2.5745,2.713,2.1223,2.1845
2026-07-23,2.7214,2.9776,3.1206,1.9402,2.5751,2.7271,2.1342,2.195
2026-07-24,2.7349,3.0197,3.1164,1.9358,2.5721,2.7212,2.1212,2.19
2026-07-27,2.7473,3.0264,3.1452,1.9387,2.5972,2.7428,2.1296,2.2074
2026-07-28,2.7546,3.0178,3.1464,1.9449,2.6025,2.7318,2.1403,2.1996
2026-07-29,2.7631,3.0021,3.1492,1.9637,2.6043,2.7389,2.1669,2.2059
2026-07-30,2.7888,3.0794,3.1632,1.976,2.6129,2.7783,2.1886,2.2375
2026-07-31,2.798,3.0958,3.1726,1.9867,2.6201,2.8012,2.2067,2.2554
2026-08-03,2.798,3.1282,3.1614,1.9738,2.6096,2.8114,2.1966,2.2623
2026-08-04,2.8008,3.1411,3.1587,1.9776,2.6089,2.8193,2.1972,2.269
2026-08-05,2.8054,3.1557,3.158,1.9875,2.6089,2.8104,2.1971,2.2628
2026-08-06,2.8015,3.1342,3.1833,1.9973,2.6305,2.8389,2.2221,2.2857
2026-08-07,2.8023,3.1331,3.1965,2.0084,2.6426,2.8493,2.2354,2.2944
2026-08-10,2.7975,3.137,3.1744,1.9991,2.6231,2.8439,2.2289,2.2898
